George Cybenko,"Thayer School of Engineering Dartmouth College, Hanover, NH, USA"
Lo-Yao Yeh,"National Center for High-Performance Computing, Hsinchu, Taiwan,National Chi Nan University, Nantou, Taiwan"
Hsien-Chu Wu,"National Chin-Yi University of Technology, Taichung, Taiwan"
Abdel-Fattah Attia,"Faculty of Engineering, Kafrelsheikh University, Kafr El-Shaikh, Egypt"
Mohamed E. Abd Elaziz,"Faculty of Science, Zagazig University, Zagazig, Egypt"
Aboul Ella Hassanien,"Faculty of Computers and Information, Cairo University, Cairo, Egypt"
Ragab A. El-Sehiemy,"Faculty of Engineering, Kafrelsheikh University, Kafr El-Shaikh, Egypt"
Rijk Mercuur,"Faculty of Technology, Policy and Management, Delft University of Technology, Delft, The Netherlands"
Virginia Dignum,"Faculty of Technology, Policy and Management, Delft University of Technology, Delft, The Netherlands,Umeå University, Umeå, Sweden"
Catholijn M. Jonker,"Delft University of Technology, Delft, The Netherlands,Leiden Institute of Advanced Computer Science, Leiden University, Leiden, The Netherlands"
Shajulin Benedict,"Indian Institute of Information Technology Kottayam, Valavoor, India"
Gulshan Shrivastava,"National Institute of Technology at Patna, Patna, India"
Prabhat Kumar,"National Institute of Technology at Patna, Patna, India"
Rudra Pratap Ojha,"School of Computer Science and Engineering, Galgotias University, Greater Noida, India"
Pramod Kumar Srivastava,"Rajkiya Engineering College at Azamgarh, Azamgarh, India"
Senthilkumar Mohan,"School of Information Technology and Engineering, Vellore Institute of Technology, Vellore, India"
Gautam Srivastava,"Brandon University, Brandon, MB, Canada,Research Center for Interneural Computing, China Medical University, Taichung, Taiwan"
Tulika Saha,"IIT Patna, Patna, India"
Srivatsa Ramesh Jayashree,"IIT Patna, Patna, India"
Sriparna Saha 0001,"IIT Patna, Patna, India"
Pushpak Bhattacharyya,"IIT Patna, Patna, India"
Rui Qin,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Yong Yuan,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Research Center of Military Computational Experiments and Parallel System, National University of Defense Technology, Changsha, China,Center of China Economic and Social Security, The University of Chinese Academy of Sciences, Beijing, China"
Fuzhi Zhang,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China,Key Laboratory for Computer Virtual Technology and System Integration of Hebei Province, Qinhuangdao, China"
Shilei Wang,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China,Key Laboratory for Computer Virtual Technology and System Integration of Hebei Province, Qinhuangdao, China"
Yapu Zhang,"School of Mathematical Sciences, University of Chinese Academy of Sciences, Beijing, China"
Wenguo Yang,"School of Mathematical Sciences, University of Chinese Academy of Sciences, Beijing, China"
Weili Wu,"The University of Texas at Dallas, Richardson, TX, USA"
Yi Li 0030,"The University of Texas at Tyler, Tyler, TX, USA"
Koteswar Rao Jerripothula,"Indraprastha Institute of Information Technology Delhi (IIIT Delhi), New Delhi, India"
Ankit Rai,"Infosys, Mysuru, India"
Kanu Garg,"Infosys, Pune, India"
Yashvardhan Singh Rautela,"Cognizant, Chennai, India"
Dany Kamuhanda,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Meng Wang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Kun He 0001,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Haibin Zhu,"Nipissing University, North Bay, ON, Canada"
Ke Gu,"School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China"
Linyu Tang,"School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China"
Jiafu Jiang,"School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China"
Weijia Jia 0001,"University of Macau, Macau, China"
Raksha Pavagada Subbanarasimha,"Web Science Laboratory, International Institute of Information Technology, Bengaluru, India"
Srinath Srinivasa,"Web Science Laboratory, International Institute of Information Technology, Bengaluru, India"
Sridhar Mandyam,"Web Science Laboratory, International Institute of Information Technology, Bengaluru, India"
Zhenhua Huang,"School of Computer Science, South China Normal University, Guangzhou, China,Tongji University, Shanghai, China"
Juan Ni,"School of Philosophy and Social Development, South China Normal University, Guangzhou, China"
Juanjuan Yao,"School of Languages, Shanghai University of International Business and Economics, Shanghai, China"
Xin Xu,"School of Computer Science, South China Normal University, Guangzhou, China"
Bo Zhang 0004,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Yunwen Chen,"DataGrand Inc., Shanghai, China"
Naiyu Tan,"China Mobile Online Service Company Ltd., Zhengzhou, China"
Chao Xue,"China Mobile Online Service Company Ltd., Zhengzhou, China"
Iyad Alazzam,"Yarmouk University, Irbid, Jordan"
Ahmed AlEroud,"Yarmouk University, Irbid, Jordan,University of Maryland, Baltimore County, Baltimore, MD, USA"
Zainab Al Latifah,"Yarmouk University, Irbid, Jordan"
George Karabatis,"University of Maryland, Baltimore County, Baltimore, MD, USA"
Lutao Zheng,"CaiTong Security Company Ltd., Hangzhou, China"
Guanjun Liu,"Key Laboratory of Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Collaborative Innovation Center of Shanghai for Electronic Transactions and Information Service, Tongji University, Shanghai, China"
Chungang Yan,"Key Laboratory of Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Collaborative Innovation Center of Shanghai for Electronic Transactions and Information Service, Tongji University, Shanghai, China"
Changjun Jiang,"Key Laboratory of Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Collaborative Innovation Center of Shanghai for Electronic Transactions and Information Service, Tongji University, Shanghai, China"
Mengchu Zhou,"New Jersey Institute of Technology, Newark, NJ, USA"
Maozhen Li,"Key Laboratory of Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Collaborative Innovation Center of Shanghai for Electronic Transactions and Information Service, Tongji University, Shanghai, China"
Khobaib Zaamout,"University of Calgary, Calgary, AB, Canada"
Tom Arjannikov,"University of Victoria, Victoria, BC, Canada"
Ken Barker 0001,"University of Calgary, Calgary, AB, Canada"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yanfen Wang,"Center for Excellence in Tibetan Plateau Earth Sciences College of Resources and Environments, University of Chinese Academy of Sciences, Beijing, China"
Isao Yagi,"Faculty of Information Technology, Kanagawa Institute of Technology, Atsugi, Japan"
Yuji Masuda,"System Development, Information System Group, Card Solution Company, Yamato System Development Company Ltd, Kawasaki, Japan"
Takanobu Mizuta,"Investment and Research Division, SPARX Asset Management Company Ltd, Minato, Japan"
Hugo Gonzalez Villasanti,"The Ohio State University, Columbus, OH, USA"
Kevin M. Passino,"The Ohio State University, Columbus, OH, USA"
Haibin Zhu,"Nipissing University, North Bay, Canada"
Haoyue Liu,"New Jersey Institute of Technology, Newark, NJ, USA"
Ishani Chatterjee,"New Jersey Institute of Technology, Newark, NJ, USA"
MengChu Zhou,"New Jersey Institute of Technology, Newark, NJ, USA"
Xiaoyu Sean Lu,"New Jersey Institute of Technology, Newark, NJ, USA"
Abdullah Abusorrah,"King Abdulaziz University, Jeddah, Saudi Arabia,Center of Research Excellence in Renewable Energy and Power Systems, King Abdulaziz University, Jeddah, Saudi Arabia"
Xiao Wang 0002,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Ke Zeng 0001,"AI-Center, Meituan.com, Beijing, China"
Lifang Li,"School of Public Administration, South China University of Technology, Guangzhou, China"
Lingxi Li,"Transportation Active Safety Institute (TASI), Indiana University–Purdue University Indianapolis, Indianapolis, IN, USA"
Xishuang Dong,"Center of Excellence in Research and Education for Big Military Data Intelligence (CREDIT Center), Prairie View A&M University, Texas A&M University System, Prairie View, TX, USA,Center of Computational Systems Biology, Prairie View A&M University, Texas A&M University System, Prairie View, TX, USA"
Uboho Victor,"Center of Excellence in Research and Education for Big Military Data Intelligence (CREDIT Center), Prairie View A&M University, Texas A&M University System, Prairie View, TX, USA"
Lijun Qian,"Center of Excellence in Research and Education for Big Military Data Intelligence (CREDIT Center), Prairie View A&M University, Texas A&M University System, Prairie View, TX, USA"
Samya Muhuri,"Bennett University, Greater Noida, India"
Susanta Chakraborty,"Indian Institute of Engineering Science and Technology at Shibpur, Howrah, India"
Sanjit Kumar Setua,"University of Calcutta, Kolkata, India"
Zhe Xiao,"Institute of High Performance Computing, Singapore"
Zengxiang Li,"Digital Research Institute, ENN Group, Beijing, China"
Yechao Yang,"Institute of High Performance Computing, Singapore"
Piao Chen,"Institute of High Performance Computing, Singapore"
Ryan Wen Liu,"School of Navigation, Wuhan University of Technology, Wuhan, China"
Wei Jing,"Institute of High Performance Computing, Singapore"
Yauheni Pyrloh,"Faculty of Computer Systems and Networks, Belarusian State University of Informatics and Radioelectronics, Minsk, Belarus"
Ekanut Sotthiwat,"Faculty of Engineering, King Mongkut’s University of Technology Thonburi, Thonburi, Thailand"
Rick Siow Mong Goh,"Institute of High Performance Computing, Singapore"
Daniele Bellutta,"Dartmouth College, Hanover, NH, USA"
Youdinghuan Chen,"Dartmouth College, Hanover, NH, USA"
Daveed Gartenstein-Ross,"Valens Global Inc., Arlington, VA, USA"
Chiara Pulice,"Dartmouth College, Hanover, NH, USA"
Anja Subasic,"Dartmouth College, Hanover, NH, USA"
V. S. Subrahmanian,"Dartmouth College, Hanover, NH, USA"
Qi Luo,"School of Computer Science and Technology, Shandong University, Qingdao, China"
Dongxiao Yu,"School of Computer Science and Technology, Shandong University, Qingdao, China"
Xiuzhen Cheng,"School of Computer Science and Technology, Shandong University, Qingdao, China"
Zhipeng Cai 0001,"Georgia State University, Atlanta, GA, USA"
Jiguo Yu,"School of Computer Science and Technology, Qilu University of Technology, Jinan, China"
Weifeng Lv,"State Key Laboratory of Software Development Environment, Beihang University, Beijing, China,Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, China"
Pradumn Kumar Pandey,"IIT Roorkee, Roorkee, India"
Mayank Singh 0001,"IIT Gandhinagar, Palaj, India"
Ai-Wen Li,"College of Information and Communication Engineering, Dalian Minzu University, Dalian, China"
Jing Xiao,"College of Information and Communication Engineering, Dalian Minzu University, Dalian, China"
Xiao-Ke Xu,"College of Information and Communication Engineering, Dalian Minzu University, Dalian, China"
Jason Castiglione,"University of Hawai’i at Mānoa, Honolulu, HI, USA."
Dusko Pavlovic,"University of Hawai’i at Mānoa, Honolulu, HI, USA"
Bin Hu 0001,"Gansu Provincial Key Laboratory of Wearable Computing School of Information Science and Engineering, Lanzhou University, Gansu, China"
Chia-Yu Lin,"Yuan Ze University, Taoyuan City, Taiwan"
Yu-Fang Chiu,"National Chiao Tung University Guangfu Campus, Hsinchu, Taiwan"
Li-Chun Wang 0001,"National Chiao Tung University Guangfu Campus, Hsinchu, Taiwan"
Dusit Niyato,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Ehsan Ghezelbash,"School of Electrical and Computer Engineering, University of Tehran, Tehran, Iran"
Mohammad Javad Yazdanpanah,"School of Electrical and Computer Engineering, University of Tehran, Tehran, Iran,Control & Intelligent Processing Center of Excellence, University of Tehran, Tehran, Iran"
Masoud Asadpour,"School of Electrical and Computer Engineering, University of Tehran, Tehran, Iran"
Abolfazl Yaghmaei,"School of Electrical and Computer Engineering, University of Tehran, Tehran, Iran"
Guangmo Tong,"University of Delaware, Newark, DE, USA"
Ruiqi Wang,"University of Delaware, Newark, DE, USA"
Zheng Dong 0002,"Wayne State University, Detroit, MI, USA"
Xiang Li 0016,"Santa Clara University, Santa Clara, CA, USA"
Joseph Winstead Sirrianni,"University of Arkansas, Fayetteville, AR, USA"
Xiaoqing Liu,"College of Engineering, Southern Illinois University, Carbondale, IL, USA"
Douglas Adams 0003,"University of Arkansas, Fayetteville, AR, USA"
Jinyin Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Yixian Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Lihong Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Minghao Zhao 0002,"Fuxi AI Laboratory, NetEase, Inc., Hangzhou, China"
Qi Xuan,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Andres Felipe Zambrano,"University of Los Andes, Bogotá, Colombia"
Gilberto Díaz-García,"University of Los Andes, Bogotá, Colombia"
Santiago Ramírez,"University of Los Andes, Bogotá, Colombia"
Luis Felipe Giraldo,"University of Los Andes, Bogotá, Colombia"
Hugo Gonzalez Villasanti,"Crane Center for Early Childhood Research and Policy, The Ohio State University, Columbus, OH, USA"
Monica Tatiana Perdomo,"Universidad de Ibagué, Ibagué, Colombia,Universidad de Ibagué, Ibagué, Colombia"
Iván Darío Hernández,"Universidad de Ibagué, Ibagué, Colombia,Universidad de Ibagué, Ibagué, Colombia"
Jesús María Godoy,"Universidad de Ibagué, Ibagué, Colombia,Universidad de Ibagué, Ibagué, Colombia"
Sahraoui Dhelim,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Huansheng Ning,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Nyothiri Aung,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Runhe Huang,"Faculty of Computer and Information Sciences, Hosei University, Tokyo, Japan"
Jianhua Ma,"Faculty of Computer and Information Sciences, Hosei University, Tokyo, Japan"
Jinyin Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Yixian Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Haibin Zheng,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Shijing Shen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Shanqing Yu,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Dan Zhang 0001,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Qi Xuan,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Surbhi Bhatia,"College of Computer Science and Information Technology, King Faisal University, Hofuf, Saudi Arabia"
Weishan Zhang,"China University of Petroleum, Qingdao, China"
Huansheng Ning,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Lu Liu 0001,"University of Leicester, Leicester, U.K."
Qun Jin,"Networked Information Systems Laboratory, Faculty of Human Sciences Waseda University, Tokyo, Japan"
Vincenzo Piuri,"University of Milan, Milan, Italy"
Ebin Deni Raj,"Indian Institute of Information Technology at Kottayam, Kottayam, India"
Gunasekaran Manogaran,"University of California at Davis, Davis, CA, USA"
Gautam Srivastava,"Brandon University, Brandon, Canada,Research Center for Interneural Computing, China Medical University, Taichung, Taiwan"
Yulei Wu,"College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter, U.K."
Shuo Yu,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Feng Xia 0001,"School of Science, Engineering and Information Technology, Federation University Australia, Ballarat, VIC, Australia"
Yuchen Sun,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Tao Tang 0007,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Xiaoran Yan,"Network Science Institute, Indiana University, Bloomington, IN, USA"
Ivan Lee,"School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, SA, Australia"
Weijin Jiang,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Sijian Lv,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Yang Wang,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Jiahui Chen 0003,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Xiaoliang Liu,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Yongxia Sun,"School of Computer and Engineering, Hunan University of Technology and Business, Changsha, China"
Shuai Zhang,"Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, China,School of Computer Science and Engineering, Beihang University, Beijing, China"
Haoyi Zhou,"Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, China,School of Computer Science and Engineering, Beihang University, Beijing, China"
Feng Chen 0001,"School of Computer Science, The University of Texas at Dallas, Richardson, TX, USA"
Jianxin Li 0002,"Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, China,School of Computer Science and Engineering, Beihang University, Beijing, China"
Xiaokang Zhou,"Faculty of Data Science, Shiga University, Hikone, Japan,RIKEN Center for Advanced Intelligence Project, Tokyo, Japan"
Wei Liang,"Key Laboratory of Hunan Province for New Retail Virtual Reality Technology, Hunan University of Technology and Business, Changsha, China"
Kevin I-Kai Wang,"The University of Auckland, Auckland, New Zealand"
Laurence T. Yang,"St. Francis Xavier University, Antigonish, Canada"
Hongbo Zhu,"College of Information Science and Engineering, Shenyang Ligong University, Shenyang, China,Engineering Research Center of Security Technology of Complex Network System, Ministry of Education, Shenyang, China"
Guangjie Han,"College of Engineering, Nanjing Agricultural University, Nanjing, China,Hohai University, Changzhou, China"
Lei Shu 0001,"College of Engineering, Nanjing Agricultural University, Nanjing, China,University of Lincoln, Lincoln, U.K.,NAU-Lincoln Joint Research Center of Intelligent Engineering, Nanjing Agricultural University, Nanjing, China"
Hai Zhao,"School of Computer Science and Engineering, Northeastern University, Shenyang, China"
Weihong Han,"Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China"
Zhihong Tian,"Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China"
Chunsheng Zhu,"SUSTech Institute of Future Networks, Southern University of Science and Technology, Shenzhen, China,PCL Research Center of Networks and Communications, Peng Cheng Laboratory, Shenzhen, China"
Zizhong Huang,"Computer School, National University of Defense Technology, Changsha, China"
Yan Jia 0001,"Computer School, National University of Defense Technology, Changsha, China"
Mohsen Guizani,"Qatar University, Doha, Qatar"
Xin Liu 0022,"China University of Petroleum (Huadong), Qingdao, China"
Shuai Cao,"China University of Petroleum (Huadong), Qingdao, China"
Liang Zheng,"China University of Petroleum (Huadong), Qingdao, China"
Faming Gong,"China University of Petroleum (East China), Qingdao, China"
Xiao Wang,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Jiehan Zhou,"University of Oulu, Oulu, Finland"
Shaoxiong Ji,"Aalto University, Espoo, Finland,School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia"
Shirui Pan,"Faculty of Information Technology, Monash University, Melbourne, VIC, Australia"
Xue Li 0001,"School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia"
Erik Cambria,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Guodong Long,"Faculty of Information Technology, Monash University, Melbourne, VIC, Australia"
Zi Huang,"School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia"
Wenmin Lin,"Institute of VR and Intelligent System, Hangzhou Normal University, Hangzhou, China"
Xuyun Zhang,"Macquarie University, Sydney, NSW, Australia"
Lianyong Qi,"School of Information Science and Engineering, Qufu Normal University, Rizhao, China"
Weimin Li,"School of Computer Engineering and Technology, Shanghai University, Shanghai, China"
Shancang Li,"University of the West of England, Bristol, U.K."
Victor S. Sheng,"Texas Tech University, Lubbock, TX, USA"
Surya Nepal,"CSIRO, Eveleigh, NSW, Australia"
Nicholaus J. Gati,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China,Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, China"
Laurence T. Yang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China,Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, China,St. Francis Xavier University, Antigonish, Canada"
Jun Feng 0007,"St. Francis Xavier University, Antigonish, Canada"
Shunli Zhang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China,School of Information Science and Technology, Jiujiang University, Jiujiang, China"
Zhian Ren,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China,Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, China"
Jianfeng Lu 0002,"Wuhan University of Science and Technology, Wuhan, China,Zhejiang Normal University, Jinhua, China"
Yun Xin,"Zhejiang Normal University, Jinhua, China"
Zhao Zhang 0002,"Zhejiang Normal University, Jinhua, China"
Shaojie Tang,"The University of Texas at Dallas, Richardson, TX, USA"
Changbing Tang,"Zhejiang Normal University, Jinhua, China"
Shaohua Wan,"School of Information and Safety Engineering, Zhongnan University of Economics and Law, Wuhan, China"
Chetan Harichandra Mendhe,"Lakehead University, Thunder Bay, ON, Canada"
Nathan Henderson,"Brandon University, Brandon, MB, Canada"
Gautam Srivastava,"Brandon University, Brandon, MB, Canada,Research Center for Interneural Computing, China Medical University, Taichung, Taiwan"
Vijay Mago,"Lakehead University, Thunder Bay, ON, Canada"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Rui Qin,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yizhu Chen,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yonglin Tian,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,University of Science and Technology of China, Hefei, China"
Xiao Wang,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Bin Hu 0001,"Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering Lanzhou University, Lanzhou, China"
Xiaolong Zheng 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China"
Xiao Wang,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China"
Zepeng Li,"Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China"
Rongrong Jing,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China"
Shuqi Xu,"Institute of Fundamental and Frontier Science, University of Electronic Science and Technology of China, Chengdu, China"
Tao Wang,"College of Systems Engineering, National University of Defense Technology, Changsha, China"
Lifang Li,"School of Public Administration, South China University of Technology, Guangzhou, China"
Zhenwen Zhang,"Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China"
Qingpeng Zhang,"School of Data Science, City University of Hong Kong, Hong Kong, SAR, China"
Huaiguang Jiang,"National Renewable Energy Laboratory, Golden, CO, USA"
Zhihua Guo,"Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China"
Xiaowei Zhang,"Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China"
Pouria Babvey,"Stevens Institute of Technology Systems and Enterprises, Hoboken, NJ, USA"
Dario Borrelli,"Stevens Institute of Technology Systems and Enterprises, Hoboken, NJ, USA"
Carlo Lipizzi,"Stevens Institute of Technology Systems and Enterprises, Hoboken, NJ, USA"
Jose Emmanuel Ramirez-Marquez,"Stevens Institute of Technology Systems and Enterprises, Hoboken, NJ, USA"
Meizi Li,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Shuyi Lu,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Lele Zhang,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Yuping Zhang,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Bo Zhang 0004,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China,Institute of Artificial Intelligence on Education, Shanghai Normal University, Shanghai, China,Shanghai Engineering Research Center of Intelligent Education and Bigdata, Shanghai Normal University, Shanghai, China"
Wenqi Shi,"State Key Laboratory of Mathematical Engineering and Advanced Computing, PLA Strategic Support Force Information Engineering University, Zhengzhou, China"
Xiangyang Luo,"State Key Laboratory of Mathematical Engineering and Advanced Computing, PLA Strategic Support Force Information Engineering University, Zhengzhou, China"
Jiadong Guo,"State Key Laboratory of Mathematical Engineering and Advanced Computing, PLA Strategic Support Force Information Engineering University, Zhengzhou, China"
Chong Liu,"State Key Laboratory of Mathematical Engineering and Advanced Computing, PLA Strategic Support Force Information Engineering University, Zhengzhou, China"
Fenlin Liu,"State Key Laboratory of Mathematical Engineering and Advanced Computing, PLA Strategic Support Force Information Engineering University, Zhengzhou, China"
Aparna Sankaran Srinath,"Boise State University, Boise, ID, USA"
Hannah Johnson,"Boise State University, Boise, ID, USA"
Gaby G. Dagher,"Boise State University, Boise, ID, USA"
Min Long,"Boise State University, Boise, ID, USA"
Xinhong Wu,"School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China"
Yunpeng Xiao,"School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China"
Xia Liang,"CISDI Chongqing Information Technology Co. Ltd., Chongqing, China"
Qian Li,"School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China,School of Computer Science and Technology, Beijing University of Posts and Telecommunications, Beijing, China"
Nemi Chandra Rathore,"IIT Patna, Patna, India,Central University of South Bihar, Gaya, India"
Somanath Tripathy,"IIT Patna, Patna, India"
Barbara Guidi,"Università di Pisa, Pisa, Italy"
Andrea Michienzi,"Università di Pisa, Pisa, Italy"
Laura Ricci,"Università di Pisa, Pisa, Italy"
Konstantinos Tsitseklis,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Margarita Vitoropoulou,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Vasileios Karyotis,"Ionian University, Corfu, Greece"
Symeon Papavassiliou,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Gianluca Lax,"Mediterranea University of Reggio Calabria, Reggio, Calabria"
Antonia Russo,"Mediterranea University of Reggio Calabria, Reggio, Calabria"
Qing Yang 0016,"Key Laboratory of the Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Shanghai Electronic Transactions and Information Service Collaborative Innovation Center, Tongji University, Shanghai, China"
Cheng Wang 0001,"Key Laboratory of the Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Shanghai Electronic Transactions and Information Service Collaborative Innovation Center, Tongji University, Shanghai, China"
Changqi Wang,"Key Laboratory of the Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Shanghai Electronic Transactions and Information Service Collaborative Innovation Center, Tongji University, Shanghai, China"
Hu Teng,"Key Laboratory of the Ministry of Education for Embedded System and Service Computing, Tongji University, Shanghai, China,Shanghai Electronic Transactions and Information Service Collaborative Innovation Center, Tongji University, Shanghai, China"
