name,affiliation,homepage,scholarid
Naoki Masuda,University at Buffalo,,
Norio Konno,Yokohama National University,,
Carmen Ramos Carvajal,Universidad de Oviedo,,
Mark E. J. Newman,University of Michigan,,
Lada A. Adamic,Facebook,,
Eytan Adar,University of Michigan,,
Zbigniew Smoreda,Orange Labs,,
Godefridus G. van Merode,Maastricht University,,
Michael Johnston,IBM Research Europe,,
Maarten Marx,University of Amsterdam,,
Gianluca Carnabuci,European School of Management and Technology,,
Ivar E. Vermeulen,Vrije Universiteit Amsterdam,,
Susan C. Weller,University of Texas Medical Branch,,
Martin Kilduff,University College London,,
Kai J. Jonas,Maastricht University,,
Kevin White 0002,University of Pennsylvania,,
Carolyn J. Anderson,University of Illinois at Urbana-Champaign,,
,,,
